Disease	pathway	sex	alteration	colors	id
Schizophrenia	degradation of beta catenin by the destruction complex	women	down	#B6453A	9
Schizophrenia	separation of sister chromatids	women	down	#B6453A	9
Schizophrenia	cyclin a cdk2 associated events at s phase entry	women	down	#B6453A	9
Schizophrenia	formation of tc ner pre incision complex	women	down	#B6453A	9
Schizophrenia	mitochondrial protein import	women	down	#B6453A	9
Schizophrenia	hedgehog on state	women	down	#B6453A	9
Schizophrenia	global genome nucleotide excision repair gg ner	women	down	#B6453A	9
Schizophrenia	abc family proteins mediated transport	women	down	#B6453A	9
Schizophrenia	mitotic g2 g2 m phases	women	down	#B6453A	9
Schizophrenia	citric acid cycle tca cycle	women	down	#B6453A	9
Schizophrenia	synthesis of dna	women	down	#B6453A	9
Schizophrenia	tp53 regulates metabolic genes	women	down	#B6453A	9
Schizophrenia	dna damage recognition in gg ner	women	down	#B6453A	9
Schizophrenia	tnfr2 non canonical nf kb pathway	women	down	#B6453A	9
Schizophrenia	signaling by hedgehog	women	down	#B6453A	9
Schizophrenia	dna replication	women	down	#B6453A	9
Schizophrenia	vldlr internalisation and degradation	women	down	#B6453A	9
Schizophrenia	nucleotide excision repair	women	down	#B6453A	9
Schizophrenia	clec7a dectin 1 signaling	women	down	#B6453A	9
Schizophrenia	signaling by notch4	women	down	#B6453A	9
Schizophrenia	golgi to er retrograde transport	women	down	#B6453A	9
Schizophrenia	regulation of mrna stability by proteins that bind au rich elements	women	down	#B6453A	9
Schizophrenia	copi mediated anterograde transport	women	down	#B6453A	9
Schizophrenia	fc epsilon receptor fceri signaling	women	down	#B6453A	9
Schizophrenia	mapk6 mapk4 signaling	women	down	#B6453A	9
Schizophrenia	signaling by the b cell receptor bcr	women	down	#B6453A	9
Schizophrenia	beta catenin independent wnt signaling	women	down	#B6453A	9
Schizophrenia	copi independent golgi to er retrograde traffic	women	down	#B6453A	9
Schizophrenia	protein localization	women	down	#B6453A	9
Schizophrenia	transcription coupled nucleotide excision repair tc ner	women	down	#B6453A	9
Schizophrenia	neddylation	women	down	#B6453A	9
Schizophrenia	nuclear events mediated by nfe2l2	women	down	#B6453A	9
Schizophrenia	synthesis of active ubiquitin roles of e1 and e2 enzymes	women	down	#B6453A	9
Schizophrenia	s phase	women	down	#B6453A	9
Schizophrenia	tcr signaling	women	down	#B6453A	9
Schizophrenia	mhc class ii antigen presentation	women	down	#B6453A	9
Schizophrenia	pten regulation	women	down	#B6453A	9
Schizophrenia	cholesterol biosynthesis	women	down	#B6453A	9
Schizophrenia	protein ubiquitination	women	down	#B6453A	9
Schizophrenia	antigen processing ubiquitination proteasome degradation	women	down	#B6453A	9
Schizophrenia	disorders of transmembrane transporters	women	down	#B6453A	9
Schizophrenia	mitophagy	women	down	#B6453A	9
Schizophrenia	mrna capping	women	down	#B6453A	9
Schizophrenia	translation	women	down	#B6453A	9
Schizophrenia	cellular response to chemical stress	women	down	#B6453A	9
Schizophrenia	formation of the early elongation complex	women	down	#B6453A	9
Schizophrenia	keap1 nfe2l2 pathway	women	down	#B6453A	9
Schizophrenia	dual incision in tc ner	women	down	#B6453A	9
Schizophrenia	transcriptional regulation by runx2	women	down	#B6453A	9
Schizophrenia	interleukin 1 signaling	women	down	#B6453A	9
Schizophrenia	c type lectin receptors clrs	women	down	#B6453A	9
Schizophrenia	apoptosis	women	down	#B6453A	9
Schizophrenia	dual incision in gg ner	women	down	#B6453A	9
Schizophrenia	eph ephrin signaling	women	down	#B6453A	9
Schizophrenia	recognition of dna damage by pcna containing replication complex	women	down	#B6453A	9
Schizophrenia	hiv transcription elongation	women	down	#B6453A	9
Schizophrenia	antigen processing cross presentation	women	down	#B6453A	9
Schizophrenia	pink1 prkn mediated mitophagy	women	down	#B6453A	9
Schizophrenia	e3 ubiquitin ligases ubiquitinate target proteins	women	down	#B6453A	9
Schizophrenia	rho gtpases activate wasps and waves	women	down	#B6453A	9
Schizophrenia	programmed cell death	women	down	#B6453A	9
Schizophrenia	wnt5a dependent internalization of fzd4	women	down	#B6453A	9
Schizophrenia	transcriptional regulation by runx3	women	down	#B6453A	9
Smoker	nuclear events mediated by nfe2l2	common	up	#19787F	10
Smoker	keap1 nfe2l2 pathway	common	up	#19787F	10
Smoker	cellular response to chemical stress	men	up	#4A75A9	10
Smoker	detoxification of reactive oxygen species	men	up	#4A75A9	10
Smoker	eukaryotic translation initiation	common	down	#19787F	10
Smoker	response of eif2ak4 gcn2 to amino acid deficiency	common	down	#19787F	10
Smoker	eukaryotic translation elongation	common	down	#19787F	10
Smoker	nonsense mediated decay nmd	common	down	#19787F	10
Smoker	influenza infection	common	down	#19787F	10
Smoker	cellular response to starvation	common	down	#19787F	10
Smoker	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	common	down	#19787F	10
Smoker	srp dependent cotranslational protein targeting to membrane	common	down	#19787F	10
Smoker	selenoamino acid metabolism	common	down	#19787F	10
Smoker	sars cov 1 modulates host translation machinery	common	down	#19787F	10
Smoker	rrna processing	women	down	#B6453A	10
Smoker	sars cov 2 modulates host translation machinery	men	down	#4A75A9	10
Smoker	nfe2l2 regulating anti oxidant detoxification enzymes	women	up	#B6453A	11
Smoker	cytochrome p450 arranged by substrate type	women	up	#B6453A	11
Smoker	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	11
Smoker	mrna splicing	common	down	#19787F	11
Smoker	resolution of abasic sites ap sites	common	down	#19787F	11
Smoker	chromatin modifying enzymes	common	down	#19787F	11
Smoker	rrna processing	women	down	#B6453A	11
Smoker	eukaryotic translation initiation	women	down	#B6453A	11
Smoker	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	11
Smoker	regulation of expression of slits and robos	women	down	#B6453A	11
Smoker	eukaryotic translation elongation	women	down	#B6453A	11
Smoker	nonsense mediated decay nmd	women	down	#B6453A	11
Smoker	influenza infection	women	down	#B6453A	11
Smoker	translation	women	down	#B6453A	11
Smoker	mitochondrial translation	women	down	#B6453A	11
Smoker	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	women	down	#B6453A	11
Smoker	sars cov 2 modulates host translation machinery	women	down	#B6453A	11
Smoker	srp dependent cotranslational protein targeting to membrane	women	down	#B6453A	11
Smoker	selenoamino acid metabolism	women	down	#B6453A	11
Smoker	dna strand elongation	women	down	#B6453A	11
Smoker	sars cov 1 modulates host translation machinery	women	down	#B6453A	11
Smoker	resolution of ap sites via the multiple nucleotide patch replacement pathway	women	down	#B6453A	11
Smoker	epigenetic regulation of gene expression	women	down	#B6453A	11
Smoker	lagging strand synthesis	women	down	#B6453A	11
Smoker	rrna modification in the nucleus and cytosol	women	down	#B6453A	11
Smoker	trna processing	women	down	#B6453A	11
Smoker	sumoylation of transcription cofactors	men	down	#4A75A9	11
Smoker	processing of capped intron containing pre mrna	men	down	#4A75A9	11
Smoker	base excision repair	men	down	#4A75A9	11
Smoker	nfe2l2 regulating anti oxidant detoxification enzymes	women	up	#B6453A	12
Smoker	dectin 2 family	women	up	#B6453A	12
Smoker	cytochrome p450 arranged by substrate type	women	up	#B6453A	12
Smoker	phase i functionalization of compounds	women	up	#B6453A	12
Smoker	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	12
Smoker	binding and uptake of ligands by scavenger receptors	women	up	#B6453A	12
Smoker	translation	common	down	#19787F	12
Smoker	mitochondrial translation	common	down	#19787F	12
Smoker	respiratory electron transport	common	down	#19787F	12
Smoker	base excision repair	common	down	#19787F	12
Smoker	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	common	down	#19787F	12
Smoker	complex i biogenesis	common	down	#19787F	12
Smoker	s phase	women	down	#B6453A	12
Smoker	synthesis of dna	women	down	#B6453A	12
Smoker	global genome nucleotide excision repair gg ner	women	down	#B6453A	12
Smoker	dna replication	women	down	#B6453A	12
Smoker	transcription coupled nucleotide excision repair tc ner	women	down	#B6453A	12
Smoker	nucleotide excision repair	women	down	#B6453A	12
Smoker	cell cycle mitotic	women	down	#B6453A	12
Smoker	dna repair	women	down	#B6453A	12
Smoker	dual incision in tc ner	women	down	#B6453A	12
Smoker	g2 m dna damage checkpoint	women	down	#B6453A	12
Smoker	cell cycle checkpoints	women	down	#B6453A	12
Smoker	mitotic spindle checkpoint	women	down	#B6453A	12
Smoker	mitotic metaphase and anaphase	women	down	#B6453A	12
Smoker	cyclin a cdk2 associated events at s phase entry	women	down	#B6453A	12
Smoker	m phase	women	down	#B6453A	12
Smoker	transcriptional regulation by runx2	women	down	#B6453A	12
Smoker	mitotic g1 phase and g1 s transition	women	down	#B6453A	12
Smoker	mitotic prometaphase	women	down	#B6453A	12
Smoker	mitochondrial protein import	women	down	#B6453A	12
Smoker	g2 m checkpoints	women	down	#B6453A	12
Smoker	hiv life cycle	women	down	#B6453A	12
Smoker	dual incision in gg ner	women	down	#B6453A	12
Smoker	regulation of mrna stability by proteins that bind au rich elements	women	down	#B6453A	12
Smoker	dna replication pre initiation	women	down	#B6453A	12
Smoker	signaling by notch4	women	down	#B6453A	12
Smoker	separation of sister chromatids	women	down	#B6453A	12
Smoker	regulation of runx2 expression and activity	women	down	#B6453A	12
Smoker	trna processing	women	down	#B6453A	12
Smoker	switching of origins to a post replicative state	women	down	#B6453A	12
Smoker	recognition of dna damage by pcna containing replication complex	women	down	#B6453A	12
Smoker	resolution of sister chromatid cohesion	women	down	#B6453A	12
Smoker	regulation of tp53 activity through phosphorylation	women	down	#B6453A	12
Smoker	transcriptional regulation by runx3	women	down	#B6453A	12
Smoker	apc c mediated degradation of cell cycle proteins	women	down	#B6453A	12
Smoker	regulation of pten stability and activity	women	down	#B6453A	12
Smoker	orc1 removal from chromatin	women	down	#B6453A	12
Smoker	lagging strand synthesis	men	down	#4A75A9	12
Smoker	pcna dependent long patch base excision repair	men	down	#4A75A9	12
Smoker	resolution of ap sites via the multiple nucleotide patch replacement pathway	men	down	#4A75A9	12
Smoker	telomere maintenance	men	down	#4A75A9	12
Smoker	processing of capped intron containing pre mrna	men	down	#4A75A9	12
Smoker	telomere c strand lagging strand synthesis	men	down	#4A75A9	12
Smoker	resolution of abasic sites ap sites	men	down	#4A75A9	12
Smoker	mrna splicing	men	down	#4A75A9	12
Autosomal dominant monocytopenia	respiratory electron transport	women	up	#B6453A	13
Autosomal dominant monocytopenia	dna replication pre initiation	women	up	#B6453A	13
Autosomal dominant monocytopenia	translation	women	up	#B6453A	13
Autosomal dominant monocytopenia	scf skp2 mediated degradation of p27 p21	women	up	#B6453A	13
Autosomal dominant monocytopenia	apc c mediated degradation of cell cycle proteins	women	up	#B6453A	13
Autosomal dominant monocytopenia	dna replication	women	up	#B6453A	13
Autosomal dominant monocytopenia	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	13
Autosomal dominant monocytopenia	synthesis of dna	women	up	#B6453A	13
Autosomal dominant monocytopenia	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	13
Autosomal dominant monocytopenia	switching of origins to a post replicative state	women	up	#B6453A	13
Autosomal dominant monocytopenia	orc1 removal from chromatin	women	up	#B6453A	13
Autosomal dominant monocytopenia	g2 m checkpoints	women	up	#B6453A	13
Autosomal dominant monocytopenia	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	women	up	#B6453A	13
Autosomal dominant monocytopenia	mitotic g1 phase and g1 s transition	women	up	#B6453A	13
Autosomal dominant monocytopenia	neddylation	women	up	#B6453A	13
Autosomal dominant monocytopenia	srp dependent cotranslational protein targeting to membrane	women	up	#B6453A	13
Autosomal dominant monocytopenia	s phase	women	up	#B6453A	13
Autosomal dominant monocytopenia	complex i biogenesis	women	up	#B6453A	13
Autosomal dominant monocytopenia	mitochondrial translation	women	up	#B6453A	13
Autosomal dominant monocytopenia	cell cycle checkpoints	women	up	#B6453A	13
Autosomal dominant monocytopenia	activation of the pre replicative complex	women	up	#B6453A	13
Autosomal dominant monocytopenia	response of eif2ak4 gcn2 to amino acid deficiency	women	up	#B6453A	13
Autosomal dominant monocytopenia	collagen degradation	men	up	#4A75A9	13
Autosomal dominant monocytopenia	interferon alpha beta signaling	women	down	#B6453A	13
Autosomal dominant monocytopenia	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	13
Autosomal dominant monocytopenia	generation of second messenger molecules	men	down	#4A75A9	13
Autosomal dominant monocytopenia	collagen degradation	men	up	#4A75A9	14
Autosomal dominant monocytopenia	interferon alpha beta signaling	women	down	#B6453A	14
Autosomal dominant monocytopenia	eukaryotic translation elongation	men	down	#4A75A9	14
Autosomal dominant monocytopenia	selenoamino acid metabolism	men	down	#4A75A9	14
Autosomal dominant monocytopenia	srp dependent cotranslational protein targeting to membrane	men	down	#4A75A9	14
Autosomal dominant monocytopenia	response of eif2ak4 gcn2 to amino acid deficiency	men	down	#4A75A9	14
Autosomal dominant monocytopenia	nonsense mediated decay nmd	men	down	#4A75A9	14
Autosomal dominant monocytopenia	sars cov 1 modulates host translation machinery	men	down	#4A75A9	14
Autosomal dominant monocytopenia	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	14
Autosomal dominant monocytopenia	generation of second messenger molecules	men	down	#4A75A9	14
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	collagen degradation	common	up	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	chromatin modifying enzymes	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	rhobtb2 gtpase cycle	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	potential therapeutics for sars	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	interleukin 3 interleukin 5 and gm csf signaling	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	interleukin 2 family signaling	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	caspase activation via extrinsic apoptotic signalling pathway	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	fceri mediated ca 2 mobilization	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sumoylation of transcription cofactors	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	formation of the beta catenin tcf transactivating complex	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	immunoregulatory interactions between a lymphoid and a non lymphoid cell	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	antigen activates b cell receptor bcr leading to generation of second messengers	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	regulation of tp53 activity through acetylation	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	hdms demethylate histones	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	costimulation by the cd28 family	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	generation of second messenger molecules	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	signaling by scf kit	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	pd 1 signaling	common	down	#19787F	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sars cov 2 activates modulates innate and adaptive immune responses	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sars cov infections	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	pkmts methylate histone lysines	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	antigen presentation folding assembly and peptide loading of class i mhc	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	the role of nef in hiv 1 replication and disease pathogenesis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	leishmania infection	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	zbp1 dai mediated induction of type i ifns	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	myd88 independent tlr4 cascade	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	inflammasomes	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	toll like receptor cascades	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	fcgamma receptor fcgr dependent phagocytosis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	regulation of mecp2 expression and activity	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	interleukin receptor shc signaling	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	parasite infection	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	signaling by interleukins	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	estrogen dependent gene expression	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	toll like receptor 9 tlr9 cascade	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	fceri mediated mapk activation	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	rho gtpase cycle	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	cd28 co stimulation	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	tak1 dependent ikk and nf kappa b activation	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	ripk1 mediated regulated necrosis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	gpvi mediated activation cascade	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	toll like receptor tlr1 tlr2 cascade	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	death receptor signaling	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	ephb mediated forward signaling	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	traf6 mediated nf kb activation	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	semaphorin interactions	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	diseases of immune system	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	signaling by kit in disease	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	other interleukin signaling	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	g beta gamma signalling through pi3kgamma	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	pre notch processing in golgi	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	regulated necrosis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	nod1 2 signaling pathway	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	effects of pip2 hydrolysis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	anti inflammatory response favouring leishmania parasite infection	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	signaling by nuclear receptors	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	esr mediated signaling	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	fcgr3a mediated il10 synthesis	women	down	#B6453A	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	processing of capped intron containing pre mrna	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	mrna splicing	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	transport of mature transcript to cytoplasm	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	rna polymerase ii transcription termination	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sumoylation of chromatin organization proteins	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sumoylation of rna binding proteins	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	signaling by alk in cancer	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	rhobtb gtpase cycle	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	rrna modification in the nucleus and cytosol	men	down	#4A75A9	15
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	collagen degradation	men	up	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	translation	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	eukaryotic translation initiation	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	nonsense mediated decay nmd	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	influenza infection	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	selenoamino acid metabolism	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	eukaryotic translation elongation	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	srp dependent cotranslational protein targeting to membrane	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	response of eif2ak4 gcn2 to amino acid deficiency	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	cellular response to starvation	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sars cov 1 modulates host translation machinery	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	generation of second messenger molecules	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	sars cov 2 modulates host translation machinery	men	down	#4A75A9	16
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	16
Myelodysplastic syndromes	mitochondrial fatty acid beta oxidation	women	up	#B6453A	17
Myelodysplastic syndromes	mitochondrial translation	women	up	#B6453A	17
Myelodysplastic syndromes	glutathione conjugation	women	up	#B6453A	17
Myelodysplastic syndromes	activation of the pre replicative complex	women	up	#B6453A	17
Myelodysplastic syndromes	metabolism of porphyrins	women	up	#B6453A	17
Myelodysplastic syndromes	global genome nucleotide excision repair gg ner	women	up	#B6453A	17
Myelodysplastic syndromes	synthesis of dna	women	up	#B6453A	17
Myelodysplastic syndromes	dna replication pre initiation	women	up	#B6453A	17
Myelodysplastic syndromes	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	17
Myelodysplastic syndromes	dual incision in gg ner	women	up	#B6453A	17
Myelodysplastic syndromes	recognition of dna damage by pcna containing replication complex	women	up	#B6453A	17
Myelodysplastic syndromes	dna replication	women	up	#B6453A	17
Myelodysplastic syndromes	pcna dependent long patch base excision repair	women	up	#B6453A	17
Myelodysplastic syndromes	gap filling dna repair synthesis and ligation in gg ner	women	up	#B6453A	17
Myelodysplastic syndromes	respiratory electron transport	women	up	#B6453A	17
Myelodysplastic syndromes	e2f mediated regulation of dna replication	women	up	#B6453A	17
Myelodysplastic syndromes	switching of origins to a post replicative state	women	up	#B6453A	17
Myelodysplastic syndromes	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	17
Myelodysplastic syndromes	resolution of ap sites via the multiple nucleotide patch replacement pathway	women	up	#B6453A	17
Myelodysplastic syndromes	orc1 removal from chromatin	women	up	#B6453A	17
Myelodysplastic syndromes	dna strand elongation	women	up	#B6453A	17
Myelodysplastic syndromes	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	17
Myelodysplastic syndromes	costimulation by the cd28 family	men	down	#4A75A9	17
Myelodysplastic syndromes	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	17
Myelodysplastic syndromes	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	17
Myelodysplastic syndromes	interleukin 7 signaling	men	down	#4A75A9	17
Myelodysplastic syndromes	effects of pip2 hydrolysis	men	down	#4A75A9	17
Myelodysplastic syndromes	generation of second messenger molecules	men	down	#4A75A9	17
Myelodysplastic syndromes	pd 1 signaling	men	down	#4A75A9	17
Myelodysplastic syndromes	processing of capped intron containing pre mrna	men	down	#4A75A9	17
Myelodysplastic syndromes	mrna splicing	men	down	#4A75A9	17
Myelodysplastic syndromes	interleukin 2 family signaling	men	down	#4A75A9	17
Myelodysplastic syndromes	hdms demethylate histones	men	down	#4A75A9	17
Myelodysplastic syndromes	sumoylation of transcription cofactors	men	down	#4A75A9	17
Myelodysplastic syndromes	mitochondrial translation	women	up	#B6453A	18
Myelodysplastic syndromes	protein localization	women	up	#B6453A	18
Myelodysplastic syndromes	activation of the pre replicative complex	women	up	#B6453A	18
Myelodysplastic syndromes	nuclear events mediated by nfe2l2	women	up	#B6453A	18
Myelodysplastic syndromes	keap1 nfe2l2 pathway	women	up	#B6453A	18
Myelodysplastic syndromes	synthesis of dna	women	up	#B6453A	18
Myelodysplastic syndromes	pcp ce pathway	women	up	#B6453A	18
Myelodysplastic syndromes	dna replication pre initiation	women	up	#B6453A	18
Myelodysplastic syndromes	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	18
Myelodysplastic syndromes	metabolism of polyamines	women	up	#B6453A	18
Myelodysplastic syndromes	glucose metabolism	women	up	#B6453A	18
Myelodysplastic syndromes	dna replication	women	up	#B6453A	18
Myelodysplastic syndromes	respiratory electron transport	women	up	#B6453A	18
Myelodysplastic syndromes	switching of origins to a post replicative state	women	up	#B6453A	18
Myelodysplastic syndromes	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	18
Myelodysplastic syndromes	orc1 removal from chromatin	women	up	#B6453A	18
Myelodysplastic syndromes	the role of gtse1 in g2 m progression after g2 checkpoint	women	up	#B6453A	18
Myelodysplastic syndromes	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	18
Myelodysplastic syndromes	generation of second messenger molecules	men	down	#4A75A9	18
Myelodysplastic syndromes	nephrin family interactions	common	down	#19787F	19
Myelodysplastic syndromes	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	19
Myelodysplastic syndromes	signaling by the b cell receptor bcr	men	down	#4A75A9	19
Myelodysplastic syndromes	costimulation by the cd28 family	men	down	#4A75A9	19
Myelodysplastic syndromes	antigen presentation folding assembly and peptide loading of class i mhc	men	down	#4A75A9	19
Myelodysplastic syndromes	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	19
