term1	term2	sex	nes	ids	colors
Lung neoplasm malignant	sunitinib	women	0	8	#000000
Gastrointestinal stromal tumour	sunitinib	women	0	8	#000000
Lung neoplasm malignant	vinorelbine	women	0	8	#000000
Breast cancer	vinorelbine	women	0	8	#000000
Lung neoplasm malignant	teniposide	women	0	8	#000000
Lung neoplasm malignant	hydroxyurea	women	0	8	#000000
Chronic myeloid leukaemia	hydroxyurea	women	0	8	#000000
Myeloproliferative disorder	hydroxyurea	women	0	8	#000000
Sickle cell anaemia	hydroxyurea	women	0	8	#000000
Breast cancer	everolimus	women	0	8	#000000
Breast cancer	eribulin	women	0	8	#000000
Breast cancer	raltitrexed	women	0	8	#000000
Breast cancer	idarubicin	women	0	8	#000000
Acute myeloid leukaemia	idarubicin	women	0	8	#000000
Breast cancer	dexrazoxane	women	0	8	#000000
Breast cancer	pemetrexed	women	0	8	#000000
Breast cancer	ixabepilone	women	0	8	#000000
Breast cancer	paliperidone	women	0	8	#000000
Schizophrenia	paliperidone	women	0	8	#000000
Parkinson's disease	paliperidone	women	0	8	#000000
Dementia with Lewy bodies	paliperidone	women	0	8	#000000
Breast cancer	risperidone	women	0	8	#000000
Schizophrenia	risperidone	women	0	8	#000000
Bipolar disorder	risperidone	women	0	8	#000000
Autism	risperidone	women	0	8	#000000
Parkinson's disease	risperidone	women	0	8	#000000
Dementia Alzheimer's type	risperidone	women	0	8	#000000
Dementia with Lewy bodies	risperidone	women	0	8	#000000
Prostate cancer	cabazitaxel	women	0	8	#000000
Prostate cancer	flutamide	women	0	8	#000000
Prostate cancer	bicalutamide	women	0	8	#000000
Prostate cancer	eaca	women	0	8	#000000
Blood disorder	eaca	women	0	8	#000000
Mycosis fungoides	bexarotene	women	0	8	#000000
Mycosis fungoides	triamcinolone	women	0	8	#000000
Blood disorder	triamcinolone	women	0	8	#000000
Sarcoidosis	triamcinolone	women	0	8	#000000
Multiple sclerosis	triamcinolone	women	0	8	#000000
Asthma	triamcinolone	women	0	8	#000000
Colitis ulcerative	triamcinolone	women	0	8	#000000
Psoriatic arthropathy	triamcinolone	women	0	8	#000000
Osteoarthritis	triamcinolone	women	0	8	#000000
Systemic lupus erythematosus	triamcinolone	women	0	8	#000000
Dermatomyositis	triamcinolone	women	0	8	#000000
Mycosis fungoides	prednisone	women	0	8	#000000
Blood disorder	prednisone	women	0	8	#000000
Sarcoidosis	prednisone	women	0	8	#000000
Multiple sclerosis	prednisone	women	0	8	#000000
Asthma	prednisone	women	0	8	#000000
Crohn's disease	prednisone	women	0	8	#000000
Colitis ulcerative	prednisone	women	0	8	#000000
Psoriatic arthropathy	prednisone	women	0	8	#000000
Osteoarthritis	prednisone	women	0	8	#000000
Systemic lupus erythematosus	prednisone	women	0	8	#000000
Dermatomyositis	prednisone	women	0	8	#000000
Mycosis fungoides	methylprednisolone	women	0	8	#000000
Blood disorder	methylprednisolone	women	0	8	#000000
Sarcoidosis	methylprednisolone	women	0	8	#000000
Multiple sclerosis	methylprednisolone	women	0	8	#000000
Asthma	methylprednisolone	women	0	8	#000000
Colitis ulcerative	methylprednisolone	women	0	8	#000000
Psoriatic arthropathy	methylprednisolone	women	0	8	#000000
Osteoarthritis	methylprednisolone	women	0	8	#000000
Systemic lupus erythematosus	methylprednisolone	women	0	8	#000000
Dermatomyositis	methylprednisolone	women	0	8	#000000
Polymyalgia rheumatica	methylprednisolone	women	0	8	#000000
Peripheral T-cell lymphoma unspecified	pralatrexate	women	0	8	#000000
Plasma cell myeloma	lenalidomide	women	0	8	#000000
Plasma cell myeloma	pomalidomide	women	0	8	#000000
Plasma cell myeloma	carfilzomib	women	0	8	#000000
Plasma cell myeloma	bortezomib	women	0	8	#000000
Plasma cell myeloma	clodronate	women	0	8	#000000
Asthma	clodronate	women	0	8	#000000
Crohn's disease	clodronate	women	0	8	#000000
Plasma cell myeloma	bcnu	women	0	8	#000000
Acute myeloid leukaemia	clofarabine	women	0	8	#000000
Acute myeloid leukaemia	cytarabine	women	0	8	#000000
Acute myeloid leukaemia	5-azacytidine	women	0	8	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	women	0	8	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	women	0	8	#000000
Myeloproliferative disorder	5-azacytidine	women	0	8	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	women	0	8	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	women	0	8	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	women	0	8	#000000
Acute myeloid leukaemia	6-mercaptopurine	women	0	8	#000000
Chronic myeloid leukaemia	nilotinib	women	0	8	#000000
Polycythaemia vera	ruxolitinib	women	0	8	#000000
Myelofibrosis	ruxolitinib	women	0	8	#000000
Lymphoproliferative disorder	tacrolimus	women	0	8	#000000
X-linked lymphoproliferative syndrome	tacrolimus	women	0	8	#000000
Type 1 diabetes mellitus	tacrolimus	women	0	8	#000000
Type 2 diabetes mellitus	tacrolimus	women	0	8	#000000
Kidney transplant rejection	tacrolimus	women	0	8	#000000
Myeloproliferative disorder	anagrelide	women	0	8	#000000
Myeloproliferative disorder	udca	women	0	8	#000000
Systemic mastocytosis	omeprazole	women	0	8	#000000
Systemic mastocytosis	ranitidine	women	0	8	#000000
Leukocytosis	flurbiprofen	women	0	8	#000000
Osteoarthritis	flurbiprofen	women	0	8	#000000
Leukopenia	procainamide	women	0	8	#000000
Blood disorder	procainamide	women	0	8	#000000
Leukopenia	eprosartan	women	0	8	#000000
Blood disorder	oxymetholone	women	0	8	#000000
Blood disorder	ticlopidine	women	0	8	#000000
Type 1 diabetes mellitus	captopril	women	0	8	#000000
Type 2 diabetes mellitus	captopril	women	0	8	#000000
Collagen-vascular disease	captopril	women	0	8	#000000
Type 1 diabetes mellitus	metformin	women	0	8	#000000
Type 2 diabetes mellitus	metformin	women	0	8	#000000
Type 1 diabetes mellitus	glipizide	women	0	8	#000000
Type 2 diabetes mellitus	glipizide	women	0	8	#000000
Type 1 diabetes mellitus	repaglinide	women	0	8	#000000
Type 2 diabetes mellitus	repaglinide	women	0	8	#000000
Type 1 diabetes mellitus	pioglitazone	women	0	8	#000000
Type 2 diabetes mellitus	pioglitazone	women	0	8	#000000
Type 1 diabetes mellitus	exenatide	women	0	8	#000000
Type 2 diabetes mellitus	exenatide	women	0	8	#000000
Type 1 diabetes mellitus	liraglutide	women	0	8	#000000
Type 2 diabetes mellitus	liraglutide	women	0	8	#000000
Type 1 diabetes mellitus	glucagon	women	0	8	#000000
Type 2 diabetes mellitus	orlistat	women	0	8	#000000
Type 2 diabetes mellitus	atorvastatin	women	0	8	#000000
Premature menopause	atorvastatin	women	0	8	#000000
Peripheral vascular disorder	atorvastatin	women	0	8	#000000
Type 2 diabetes mellitus	miglitol	women	0	8	#000000
Type 2 diabetes mellitus	gliclazide	women	0	8	#000000
Type 2 diabetes mellitus	nateglinide	women	0	8	#000000
Type 2 diabetes mellitus	fenofibrate	women	0	8	#000000
Peripheral vascular disorder	fenofibrate	women	0	8	#000000
Type 2 diabetes mellitus	telmisartan	women	0	8	#000000
Type 2 diabetes mellitus	mifepristone	women	0	8	#000000
Type 2 diabetes mellitus	lorcaserin	women	0	8	#000000
Type 2 diabetes mellitus	losartan	women	0	8	#000000
Type 2 diabetes mellitus	bromocriptine	women	0	8	#000000
Parkinson's disease	bromocriptine	women	0	8	#000000
Type 2 diabetes mellitus	eplerenone	women	0	8	#000000
Acute myocardial infarction	eplerenone	women	0	8	#000000
Type 2 diabetes mellitus	niacin	women	0	8	#000000
Premature menopause	simvastatin	women	0	8	#000000
Peripheral vascular disorder	simvastatin	women	0	8	#000000
Schizophrenia	propericiazine	women	0	8	#000000
Schizophrenia	reserpine	women	0	8	#000000
Schizophrenia	clomipramine	women	0	8	#000000
Parkinson's disease	clomipramine	women	0	8	#000000
Schizophrenia	amisulpride	women	0	8	#000000
Schizophrenia	iloperidone	women	0	8	#000000
Schizophrenia	lurasidone	women	0	8	#000000
Bipolar disorder	lurasidone	women	0	8	#000000
Bipolar disorder	maprotiline	women	0	8	#000000
Recurrent depressive disorder	maprotiline	women	0	8	#000000
Bipolar I disorder	fluoxetine	women	0	8	#000000
Parkinson's disease	rasagiline	women	0	8	#000000
Parkinson's disease	midodrine	women	0	8	#000000
Parkinson's disease	rivastigmine	women	0	8	#000000
Dementia Alzheimer's type	rivastigmine	women	0	8	#000000
Parkinson's disease	lisuride	women	0	8	#000000
Parkinson's disease	tolcapone	women	0	8	#000000
Parkinson's disease	entacapone	women	0	8	#000000
Dementia Alzheimer's type	citalopram	women	0	8	#000000
Cerebral infarction	citalopram	women	0	8	#000000
Multiple sclerosis	hydroxocobalamin	women	0	8	#000000
Crohn's disease	hydroxocobalamin	women	0	8	#000000
Multiple sclerosis	cyanocobalamin	women	0	8	#000000
Crohn's disease	cyanocobalamin	women	0	8	#000000
Acute myocardial infarction	eptifibatide	women	0	8	#000000
Acute myocardial infarction	isosorbide	women	0	8	#000000
Acute myocardial infarction	prasugrel	women	0	8	#000000
Acute myocardial infarction	clopidogrel	women	0	8	#000000
Acute myocardial infarction	valsartan	women	0	8	#000000
Acute myocardial infarction	lisinopril	women	0	8	#000000
Acute myocardial infarction	trandolapril	women	0	8	#000000
Acute myocardial infarction	verapamil	women	0	8	#000000
Chronic atrial fibrillation	verapamil	women	0	8	#000000
Peripheral vascular disorder	verapamil	women	0	8	#000000
Asthma	verapamil	women	0	8	#000000
Atrial fibrillation and flutter	amiodarone	women	0	8	#000000
Asthma	amiodarone	women	0	8	#000000
Chronic atrial fibrillation	digoxin	women	0	8	#000000
Peripheral vascular disorder	amlodipine	women	0	8	#000000
Intermittent claudication	cilostazol	women	0	8	#000000
Acrocyanosis	arginine	women	0	8	#000000
Sinusitis	moxifloxacin	women	0	8	#000000
Acne	moxifloxacin	women	0	8	#000000
Sinusitis	acetaminophen	women	0	8	#000000
Osteoarthritis	acetaminophen	women	0	8	#000000
Sinusitis	mometasone	women	0	8	#000000
Asthma	mometasone	women	0	8	#000000
Psoriasis	mometasone	women	0	8	#000000
Asthma	choline	women	0	8	#000000
Alcoholic liver disease	choline	women	0	8	#000000
Asthma	ticagrelor	women	0	8	#000000
Asthma	ketorolac	women	0	8	#000000
Osteoarthritis	ketorolac	women	0	8	#000000
Asthma	ketotifen	women	0	8	#000000
Asthma	budesonide	women	0	8	#000000
Crohn's disease	budesonide	women	0	8	#000000
Colitis ulcerative	budesonide	women	0	8	#000000
Asthma	flunisolide	women	0	8	#000000
Asthma	ciclesonide	women	0	8	#000000
Asthma	oseltamivir	women	0	8	#000000
Asthma	n-acetylcysteine	women	0	8	#000000
Interstitial lung disease	dabrafenib	women	0	8	#000000
Interstitial lung disease	trametinib	women	0	8	#000000
Idiopathic pulmonary fibrosis	pirfenidone	women	0	8	#000000
Cheilosis	pyridoxine	women	0	8	#000000
Crohn's disease	azathioprine	women	0	8	#000000
Colitis ulcerative	azathioprine	women	0	8	#000000
Systemic lupus erythematosus	azathioprine	women	0	8	#000000
Dermatomyositis	azathioprine	women	0	8	#000000
Colitis ulcerative	balsalazide	women	0	8	#000000
Colitis ulcerative	indomethacin	women	0	8	#000000
Osteoarthritis	indomethacin	women	0	8	#000000
Irritable bowel syndrome	lubiprostone	women	0	8	#000000
Irritable bowel syndrome	darifenacin	women	0	8	#000000
Irritable bowel syndrome	tegaserod	women	0	8	#000000
Psoriatic arthropathy	leflunomide	women	0	8	#000000
Psoriatic arthropathy	auranofin	women	0	8	#000000
Psoriatic arthropathy	apremilast	women	0	8	#000000
Psoriasis	calcipotriol	women	0	8	#000000
Psoriasis	hydrocortisone	women	0	8	#000000
Psoriasis	acitretin	women	0	8	#000000
Psoriasis	amcinonide	women	0	8	#000000
Psoriasis	tazarotene	women	0	8	#000000
Acne vulgaris	tazarotene	women	0	8	#000000
Seborrhoeic keratosis	tazarotene	women	0	8	#000000
Psoriasis	fluocinonide	women	0	8	#000000
Psoriasis	betamethasone	women	0	8	#000000
Psoriasis	halcinonide	women	0	8	#000000
Acne vulgaris	adapalene	women	0	8	#000000
Acne	ofloxacin	women	0	8	#000000
Cystitis	ofloxacin	women	0	8	#000000
Rosacea	loteprednol	women	0	8	#000000
Rosacea	rescinnamine	women	0	8	#000000
Seborrhoeic keratosis	diclofenac	women	0	8	#000000
Osteoarthritis	diclofenac	women	0	8	#000000
Osteoarthritis	ketoprofen	women	0	8	#000000
Osteoarthritis	tramadol	women	0	8	#000000
Osteoarthritis	ciprofloxacin	women	0	8	#000000
Cystitis	ciprofloxacin	women	0	8	#000000
Osteoarthritis	rofecoxib	women	0	8	#000000
Osteoarthritis	fenoprofen	women	0	8	#000000
Osteoarthritis	etoricoxib	women	0	8	#000000
Osteoarthritis	oxaprozin	women	0	8	#000000
Osteoarthritis	celecoxib	women	0	8	#000000
Osteoarthritis	valdecoxib	women	0	8	#000000
Osteoarthritis	piroxicam	women	0	8	#000000
Osteoarthritis	diflunisal	women	0	8	#000000
Osteoarthritis	meloxicam	women	0	8	#000000
Osteoarthritis	tenoxicam	women	0	8	#000000
Osteoarthritis	naproxen	women	0	8	#000000
Osteoarthritis	salsalate	women	0	8	#000000
Osteoarthritis	tolmetin	women	0	8	#000000
Osteoarthritis	nabumetone	women	0	8	#000000
Osteoarthritis	etodolac	women	0	8	#000000
Osteoarthritis	sulindac	women	0	8	#000000
Systemic lupus erythematosus	sulindac	women	0	8	#000000
Mixed connective tissue disease	sulindac	women	0	8	#000000
Osteoarthritis	meclofenamate	women	0	8	#000000
Systemic lupus erythematosus	hydroxychloroquine	women	0	8	#000000
Systemic lupus erythematosus	furosemide	women	0	8	#000000
Cystitis	norfloxacin	women	0	8	#000000
Cystitis	lomefloxacin	women	0	8	#000000
Endometriosis	norethisterone	women	0	8	#000000
Kidney transplant rejection	rapamycin	women	0	8	#000000
Trachoma	doxycycline	men	0	8	#000000
Sinusitis	doxycycline	men	0	8	#000000
Acne	doxycycline	men	0	8	#000000
Rosacea	doxycycline	men	0	8	#000000
Cystitis	doxycycline	men	0	8	#000000
Trachoma	tetracycline	men	0	8	#000000
Hepatitis C	ribavirin	men	0	8	#000000
Bronchopulmonary aspergillosis allergic	prednisolone	men	0	8	#000000
Mycosis fungoides	prednisolone	men	0	8	#000000
Blood disorder	prednisolone	men	0	8	#000000
Sarcoidosis	prednisolone	men	0	8	#000000
Multiple sclerosis	prednisolone	men	0	8	#000000
Asthma	prednisolone	men	0	8	#000000
Organising pneumonia	prednisolone	men	0	8	#000000
Crohn's disease	prednisolone	men	0	8	#000000
Colitis ulcerative	prednisolone	men	0	8	#000000
Psoriatic arthropathy	prednisolone	men	0	8	#000000
Rosacea	prednisolone	men	0	8	#000000
Osteoarthritis	prednisolone	men	0	8	#000000
Systemic lupus erythematosus	prednisolone	men	0	8	#000000
Dermatomyositis	prednisolone	men	0	8	#000000
Polymyalgia rheumatica	prednisolone	men	0	8	#000000
Malignant neoplasm of esophagus	irinotecan	men	0	8	#000000
Malignant neoplasm of pancreas	irinotecan	men	0	8	#000000
Lung neoplasm malignant	irinotecan	men	0	8	#000000
Malignant neoplasm of esophagus	cisplatin	men	0	8	#000000
Hepatic cancer	cisplatin	men	0	8	#000000
Lung neoplasm malignant	cisplatin	men	0	8	#000000
Breast cancer	cisplatin	men	0	8	#000000
Prostate cancer	cisplatin	men	0	8	#000000
Bladder cancer	cisplatin	men	0	8	#000000
Brain neoplasm malignant	cisplatin	men	0	8	#000000
Adrenal gland cancer	cisplatin	men	0	8	#000000
Malignant neoplasm of esophagus	methotrexate	men	0	8	#000000
Lung neoplasm malignant	methotrexate	men	0	8	#000000
Breast cancer	methotrexate	men	0	8	#000000
Bladder cancer	methotrexate	men	0	8	#000000
Mycosis fungoides	methotrexate	men	0	8	#000000
Psoriatic arthropathy	methotrexate	men	0	8	#000000
Malignant neoplasm of esophagus	5-fu	men	0	8	#000000
Colon cancer	5-fu	men	0	8	#000000
Seborrhoeic keratosis	5-fu	men	0	8	#000000
Gastric cancer	doxorubicin	men	0	8	#000000
Hepatic cancer	doxorubicin	men	0	8	#000000
Lung neoplasm malignant	doxorubicin	men	0	8	#000000
Breast cancer	doxorubicin	men	0	8	#000000
Prostate cancer	doxorubicin	men	0	8	#000000
Bladder cancer	doxorubicin	men	0	8	#000000
Thyroid cancer	doxorubicin	men	0	8	#000000
Plasma cell myeloma	doxorubicin	men	0	8	#000000
Acute myeloid leukaemia	doxorubicin	men	0	8	#000000
Colon cancer	capecitabine	men	0	8	#000000
Breast cancer	capecitabine	men	0	8	#000000
Hepatic cancer	mitoxantrone	men	0	8	#000000
Breast cancer	mitoxantrone	men	0	8	#000000
Prostate cancer	mitoxantrone	men	0	8	#000000
Acute myeloid leukaemia	mitoxantrone	men	0	8	#000000
Multiple sclerosis	mitoxantrone	men	0	8	#000000
Hepatic cancer	etoposide	men	0	8	#000000
Prostate cancer	etoposide	men	0	8	#000000
Bladder cancer	etoposide	men	0	8	#000000
Malignant neoplasm of pancreas	topotecan	men	0	8	#000000
Lung neoplasm malignant	topotecan	men	0	8	#000000
Plasma cell myeloma	topotecan	men	0	8	#000000
Malignant neoplasm of pancreas	gemcitabine	men	0	8	#000000
Lung neoplasm malignant	gemcitabine	men	0	8	#000000
Breast cancer	gemcitabine	men	0	8	#000000
Bladder cancer	gemcitabine	men	0	8	#000000
Malignant neoplasm of islets of Langerhans	dacarbazine	men	0	8	#000000
Lung neoplasm malignant	morphine	men	0	8	#000000
Parkinson's disease	morphine	men	0	8	#000000
Asthma	morphine	men	0	8	#000000
Colitis ulcerative	morphine	men	0	8	#000000
Lung neoplasm malignant	sunitinib	men	0	8	#000000
Gastrointestinal stromal tumour	sunitinib	men	0	8	#000000
Lung neoplasm malignant	vinorelbine	men	0	8	#000000
Breast cancer	vinorelbine	men	0	8	#000000
Lung neoplasm malignant	teniposide	men	0	8	#000000
Lung neoplasm malignant	hydroxyurea	men	0	8	#000000
Chronic myeloid leukaemia	hydroxyurea	men	0	8	#000000
Myeloproliferative disorder	hydroxyurea	men	0	8	#000000
Sickle cell anaemia	hydroxyurea	men	0	8	#000000
Breast cancer	everolimus	men	0	8	#000000
Breast cancer	eribulin	men	0	8	#000000
Breast cancer	raltitrexed	men	0	8	#000000
Breast cancer	idarubicin	men	0	8	#000000
Acute myeloid leukaemia	idarubicin	men	0	8	#000000
Breast cancer	dexrazoxane	men	0	8	#000000
Breast cancer	pemetrexed	men	0	8	#000000
Breast cancer	ixabepilone	men	0	8	#000000
Breast cancer	paliperidone	men	0	8	#000000
Schizophrenia	paliperidone	men	0	8	#000000
Parkinson's disease	paliperidone	men	0	8	#000000
Dementia with Lewy bodies	paliperidone	men	0	8	#000000
Breast cancer	risperidone	men	0	8	#000000
Schizophrenia	risperidone	men	0	8	#000000
Bipolar disorder	risperidone	men	0	8	#000000
Autism	risperidone	men	0	8	#000000
Parkinson's disease	risperidone	men	0	8	#000000
Dementia Alzheimer's type	risperidone	men	0	8	#000000
Dementia with Lewy bodies	risperidone	men	0	8	#000000
Prostate cancer	cabazitaxel	men	0	8	#000000
Prostate cancer	flutamide	men	0	8	#000000
Prostate cancer	bicalutamide	men	0	8	#000000
Prostate cancer	eaca	men	0	8	#000000
Blood disorder	eaca	men	0	8	#000000
Mycosis fungoides	bexarotene	men	0	8	#000000
Mycosis fungoides	triamcinolone	men	0	8	#000000
Blood disorder	triamcinolone	men	0	8	#000000
Sarcoidosis	triamcinolone	men	0	8	#000000
Multiple sclerosis	triamcinolone	men	0	8	#000000
Asthma	triamcinolone	men	0	8	#000000
Colitis ulcerative	triamcinolone	men	0	8	#000000
Psoriatic arthropathy	triamcinolone	men	0	8	#000000
Osteoarthritis	triamcinolone	men	0	8	#000000
Systemic lupus erythematosus	triamcinolone	men	0	8	#000000
Dermatomyositis	triamcinolone	men	0	8	#000000
Mycosis fungoides	prednisone	men	0	8	#000000
Blood disorder	prednisone	men	0	8	#000000
Sarcoidosis	prednisone	men	0	8	#000000
Multiple sclerosis	prednisone	men	0	8	#000000
Asthma	prednisone	men	0	8	#000000
Crohn's disease	prednisone	men	0	8	#000000
Colitis ulcerative	prednisone	men	0	8	#000000
Psoriatic arthropathy	prednisone	men	0	8	#000000
Osteoarthritis	prednisone	men	0	8	#000000
Systemic lupus erythematosus	prednisone	men	0	8	#000000
Dermatomyositis	prednisone	men	0	8	#000000
Mycosis fungoides	methylprednisolone	men	0	8	#000000
Blood disorder	methylprednisolone	men	0	8	#000000
Sarcoidosis	methylprednisolone	men	0	8	#000000
Multiple sclerosis	methylprednisolone	men	0	8	#000000
Asthma	methylprednisolone	men	0	8	#000000
Colitis ulcerative	methylprednisolone	men	0	8	#000000
Psoriatic arthropathy	methylprednisolone	men	0	8	#000000
Osteoarthritis	methylprednisolone	men	0	8	#000000
Systemic lupus erythematosus	methylprednisolone	men	0	8	#000000
Dermatomyositis	methylprednisolone	men	0	8	#000000
Polymyalgia rheumatica	methylprednisolone	men	0	8	#000000
Peripheral T-cell lymphoma unspecified	pralatrexate	men	0	8	#000000
Plasma cell myeloma	lenalidomide	men	0	8	#000000
Plasma cell myeloma	pomalidomide	men	0	8	#000000
Plasma cell myeloma	carfilzomib	men	0	8	#000000
Plasma cell myeloma	bortezomib	men	0	8	#000000
Plasma cell myeloma	clodronate	men	0	8	#000000
Asthma	clodronate	men	0	8	#000000
Crohn's disease	clodronate	men	0	8	#000000
Plasma cell myeloma	bcnu	men	0	8	#000000
Acute myeloid leukaemia	clofarabine	men	0	8	#000000
Acute myeloid leukaemia	cytarabine	men	0	8	#000000
Acute myeloid leukaemia	5-azacytidine	men	0	8	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	men	0	8	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	men	0	8	#000000
Myeloproliferative disorder	5-azacytidine	men	0	8	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	men	0	8	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	men	0	8	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	men	0	8	#000000
Acute myeloid leukaemia	6-mercaptopurine	men	0	8	#000000
Chronic myeloid leukaemia	nilotinib	men	0	8	#000000
Polycythaemia vera	ruxolitinib	men	0	8	#000000
Myelofibrosis	ruxolitinib	men	0	8	#000000
Myeloproliferative disorder	anagrelide	men	0	8	#000000
Myeloproliferative disorder	udca	men	0	8	#000000
Systemic mastocytosis	omeprazole	men	0	8	#000000
Systemic mastocytosis	ranitidine	men	0	8	#000000
Leukocytosis	flurbiprofen	men	0	8	#000000
Osteoarthritis	flurbiprofen	men	0	8	#000000
Leukopenia	procainamide	men	0	8	#000000
Blood disorder	procainamide	men	0	8	#000000
Leukopenia	eprosartan	men	0	8	#000000
Blood disorder	oxymetholone	men	0	8	#000000
Blood disorder	ticlopidine	men	0	8	#000000
Type 1 diabetes mellitus	captopril	men	0	8	#000000
Type 2 diabetes mellitus	captopril	men	0	8	#000000
Collagen-vascular disease	captopril	men	0	8	#000000
Type 1 diabetes mellitus	metformin	men	0	8	#000000
Type 2 diabetes mellitus	metformin	men	0	8	#000000
Type 1 diabetes mellitus	glipizide	men	0	8	#000000
Type 2 diabetes mellitus	glipizide	men	0	8	#000000
Type 1 diabetes mellitus	repaglinide	men	0	8	#000000
Type 2 diabetes mellitus	repaglinide	men	0	8	#000000
Type 1 diabetes mellitus	pioglitazone	men	0	8	#000000
Type 2 diabetes mellitus	pioglitazone	men	0	8	#000000
Type 2 diabetes mellitus	orlistat	men	0	8	#000000
Type 2 diabetes mellitus	atorvastatin	men	0	8	#000000
Premature menopause	atorvastatin	men	0	8	#000000
Peripheral vascular disorder	atorvastatin	men	0	8	#000000
Type 2 diabetes mellitus	miglitol	men	0	8	#000000
Type 2 diabetes mellitus	gliclazide	men	0	8	#000000
Type 2 diabetes mellitus	nateglinide	men	0	8	#000000
Type 2 diabetes mellitus	fenofibrate	men	0	8	#000000
Peripheral vascular disorder	fenofibrate	men	0	8	#000000
Type 2 diabetes mellitus	telmisartan	men	0	8	#000000
Type 2 diabetes mellitus	mifepristone	men	0	8	#000000
Type 2 diabetes mellitus	lorcaserin	men	0	8	#000000
Type 2 diabetes mellitus	losartan	men	0	8	#000000
Type 2 diabetes mellitus	bromocriptine	men	0	8	#000000
Parkinson's disease	bromocriptine	men	0	8	#000000
Premature menopause	simvastatin	men	0	8	#000000
Peripheral vascular disorder	simvastatin	men	0	8	#000000
Nicotine dependence	nicotine	men	0	8	#000000
Thromboangiitis obliterans	nicotine	men	0	8	#000000
Schizophrenia	propericiazine	men	0	8	#000000
Schizophrenia	reserpine	men	0	8	#000000
Schizophrenia	clomipramine	men	0	8	#000000
Parkinson's disease	clomipramine	men	0	8	#000000
Schizophrenia	amisulpride	men	0	8	#000000
Schizophrenia	iloperidone	men	0	8	#000000
Schizophrenia	levomepromazine	men	0	8	#000000
Bipolar disorder	levomepromazine	men	0	8	#000000
Bipolar disorder	maprotiline	men	0	8	#000000
Recurrent depressive disorder	maprotiline	men	0	8	#000000
Bipolar disorder	topiramate	men	0	8	#000000
Bipolar I disorder	fluoxetine	men	0	8	#000000
Parkinson's disease	memantine	men	0	8	#000000
Dementia Alzheimer's type	memantine	men	0	8	#000000
Parkinson's disease	rasagiline	men	0	8	#000000
Parkinson's disease	midodrine	men	0	8	#000000
Parkinson's disease	rivastigmine	men	0	8	#000000
Dementia Alzheimer's type	rivastigmine	men	0	8	#000000
Dementia Alzheimer's type	citalopram	men	0	8	#000000
Cerebral infarction	citalopram	men	0	8	#000000
Multiple sclerosis	cyanocobalamin	men	0	8	#000000
Crohn's disease	cyanocobalamin	men	0	8	#000000
Acute myocardial infarction	eptifibatide	men	0	8	#000000
Acute myocardial infarction	isosorbide	men	0	8	#000000
Acute myocardial infarction	prasugrel	men	0	8	#000000
Acute myocardial infarction	clopidogrel	men	0	8	#000000
Acute myocardial infarction	papaverine	men	0	8	#000000
Peripheral vascular disorder	papaverine	men	0	8	#000000
Acute myocardial infarction	valsartan	men	0	8	#000000
Acute myocardial infarction	lisinopril	men	0	8	#000000
Acute myocardial infarction	trandolapril	men	0	8	#000000
Acute myocardial infarction	verapamil	men	0	8	#000000
Chronic atrial fibrillation	verapamil	men	0	8	#000000
Peripheral vascular disorder	verapamil	men	0	8	#000000
Asthma	verapamil	men	0	8	#000000
Acute myocardial infarction	atropine	men	0	8	#000000
Irritable bowel syndrome	atropine	men	0	8	#000000
Cystitis	atropine	men	0	8	#000000
Atrial fibrillation and flutter	amiodarone	men	0	8	#000000
Asthma	amiodarone	men	0	8	#000000
Chronic atrial fibrillation	digoxin	men	0	8	#000000
Peripheral vascular disorder	pentoxifylline	men	0	8	#000000
Peripheral vascular disorder	amlodipine	men	0	8	#000000
Intermittent claudication	cilostazol	men	0	8	#000000
Acrocyanosis	arginine	men	0	8	#000000
Sinusitis	moxifloxacin	men	0	8	#000000
Acne	moxifloxacin	men	0	8	#000000
Sinusitis	acetaminophen	men	0	8	#000000
Osteoarthritis	acetaminophen	men	0	8	#000000
Sinusitis	mometasone	men	0	8	#000000
Asthma	mometasone	men	0	8	#000000
Psoriasis	mometasone	men	0	8	#000000
Asthma	choline	men	0	8	#000000
Alcoholic liver disease	choline	men	0	8	#000000
Asthma	zileuton	men	0	8	#000000
Asthma	montelukast	men	0	8	#000000
Asthma	ketorolac	men	0	8	#000000
Osteoarthritis	ketorolac	men	0	8	#000000
Asthma	ketotifen	men	0	8	#000000
Asthma	budesonide	men	0	8	#000000
Crohn's disease	budesonide	men	0	8	#000000
Colitis ulcerative	budesonide	men	0	8	#000000
Asthma	flunisolide	men	0	8	#000000
Asthma	ciclesonide	men	0	8	#000000
Asthma	oseltamivir	men	0	8	#000000
